(2011,0)	69
(2011,1)	3228
(2011,10)	330
(2011,11)	550
(2011,12)	168
(2011,13)	562
(2011,14)	3820
(2011,15)	3580
(2011,16)	6401
(2011,17)	777
(2011,18)	505
(2011,19)	8523
(2011,2)	2091
(2011,20)	2223
(2011,21)	5350
(2011,22)	8883
(2011,23)	2192
(2011,24)	9463
(2011,25)	1696
(2011,26)	248
(2011,27)	406
(2011,28)	2762
(2011,29)	960
(2011,3)	2283
(2011,30)	14515
(2011,31)	9249
(2011,32)	1657
(2011,33)	503
(2011,34)	537
(2011,35)	39
(2011,36)	34
(2011,37)	39
(2011,38)	100
(2011,39)	61
(2011,4)	2127
(2011,40)	49
(2011,41)	349
(2011,42)	107
(2011,43)	246
(2011,44)	94
(2011,45)	52
(2011,46)	1116
(2011,47)	4
(2011,48)	249
(2011,49)	266
(2011,5)	2514
(2011,50)	35
(2011,51)	886
(2011,52)	3495
(2011,53)	176
(2011,54)	14
(2011,55)	510
(2011,56)	1901
(2011,57)	3575
(2011,58)	7816
(2011,59)	3427
(2011,6)	3261
(2011,60)	1952
(2011,61)	2980
(2011,62)	2966
(2011,63)	5575
(2011,64)	682
(2011,65)	2896
(2011,66)	2806
(2011,67)	355
(2011,68)	308
(2011,69)	192
(2011,7)	2485
(2011,70)	949
(2011,71)	211
(2011,72)	96
(2011,73)	55
(2011,74)	24
(2011,75)	52
(2011,76)	69
(2011,77)	1836
(2011,8)	2392
(2011,9)	53
(2012,0)	21
(2012,1)	1690
(2012,10)	512
(2012,11)	787
(2012,12)	230
(2012,13)	446
(2012,14)	2493
(2012,15)	3381
(2012,16)	4410
(2012,17)	738
(2012,18)	268
(2012,19)	6612
(2012,2)	2186
(2012,20)	1958
(2012,21)	5042
(2012,22)	7940
(2012,23)	2016
(2012,24)	7434
(2012,25)	801
(2012,26)	188
(2012,27)	295
(2012,28)	2179
(2012,29)	629
(2012,3)	1696
(2012,30)	11165
(2012,31)	7601
(2012,32)	1240
(2012,33)	560
(2012,34)	538
(2012,35)	91
(2012,36)	42
(2012,37)	42
(2012,38)	167
(2012,39)	82
(2012,4)	1753
(2012,40)	87
(2012,41)	223
(2012,42)	152
(2012,43)	373
(2012,44)	115
(2012,45)	62
(2012,46)	882
(2012,47)	4
(2012,48)	171
(2012,49)	174
(2012,5)	2026
(2012,50)	32
(2012,51)	680
(2012,52)	2298
(2012,53)	305
(2012,54)	1
(2012,55)	321
(2012,56)	2079
(2012,57)	4031
(2012,58)	7536
(2012,59)	3996
(2012,6)	2513
(2012,60)	2872
(2012,61)	2928
(2012,62)	3053
(2012,63)	5831
(2012,64)	1024
(2012,65)	2765
(2012,66)	3144
(2012,67)	284
(2012,68)	191
(2012,69)	161
(2012,7)	2360
(2012,70)	1193
(2012,71)	225
(2012,72)	70
(2012,73)	57
(2012,74)	110
(2012,75)	48
(2012,76)	24
(2012,77)	1582
(2012,8)	1266
(2012,9)	35
(2013,0)	10
(2013,1)	1956
(2013,10)	267
(2013,11)	514
(2013,12)	196
(2013,13)	901
(2013,14)	3646
(2013,15)	3812
(2013,16)	5156
(2013,17)	735
(2013,18)	282
(2013,19)	6627
(2013,2)	3120
(2013,20)	2482
(2013,21)	6271
(2013,22)	9928
(2013,23)	2290
(2013,24)	10466
(2013,25)	866
(2013,26)	357
(2013,27)	545
(2013,28)	3329
(2013,29)	911
(2013,3)	1588
(2013,30)	10859
(2013,31)	7145
(2013,32)	3124
(2013,33)	658
(2013,34)	676
(2013,35)	129
(2013,36)	26
(2013,37)	89
(2013,38)	282
(2013,39)	101
(2013,4)	2756
(2013,40)	161
(2013,41)	223
(2013,42)	220
(2013,43)	364
(2013,44)	168
(2013,45)	55
(2013,46)	816
(2013,47)	21
(2013,48)	171
(2013,49)	303
(2013,5)	2660
(2013,50)	82
(2013,51)	468
(2013,52)	1414
(2013,53)	245
(2013,54)	10
(2013,55)	280
(2013,56)	2379
(2013,57)	4315
(2013,58)	8180
(2013,59)	4876
(2013,6)	4179
(2013,60)	4028
(2013,61)	2697
(2013,62)	1974
(2013,63)	5768
(2013,64)	585
(2013,65)	1709
(2013,66)	2931
(2013,67)	477
(2013,68)	474
(2013,69)	274
(2013,7)	2333
(2013,70)	1760
(2013,71)	233
(2013,72)	74
(2013,73)	59
(2013,74)	48
(2013,75)	47
(2013,76)	78
(2013,77)	1872
(2013,8)	2514
(2013,9)	32
(2014,0)	19
(2014,1)	1656
(2014,10)	125
(2014,11)	744
(2014,12)	234
(2014,13)	883
(2014,14)	4029
(2014,15)	3011
(2014,16)	4617
(2014,17)	753
(2014,18)	323
(2014,19)	6235
(2014,2)	3352
(2014,20)	1802
(2014,21)	4820
(2014,22)	9314
(2014,23)	2096
(2014,24)	9953
(2014,25)	803
(2014,26)	144
(2014,27)	310
(2014,28)	2828
(2014,29)	837
(2014,3)	1772
(2014,30)	9220
(2014,31)	7416
(2014,32)	2365
(2014,33)	523
(2014,34)	575
(2014,35)	188
(2014,36)	11
(2014,37)	35
(2014,38)	111
(2014,39)	61
(2014,4)	3524
(2014,40)	61
(2014,41)	127
(2014,42)	105
(2014,43)	297
(2014,44)	76
(2014,45)	46
(2014,46)	641
(2014,47)	17
(2014,48)	116
(2014,49)	245
(2014,5)	2797
(2014,50)	53
(2014,51)	441
(2014,52)	1064
(2014,53)	167
(2014,54)	9
(2014,55)	105
(2014,56)	1604
(2014,57)	3275
(2014,58)	7560
(2014,59)	3799
(2014,6)	4356
(2014,60)	2422
(2014,61)	2661
(2014,62)	2037
(2014,63)	5555
(2014,64)	349
(2014,65)	1491
(2014,66)	2887
(2014,67)	299
(2014,68)	189
(2014,69)	98
(2014,7)	2197
(2014,70)	952
(2014,71)	170
(2014,72)	90
(2014,73)	87
(2014,74)	50
(2014,75)	52
(2014,76)	36
(2014,77)	1430
(2014,8)	1831
(2014,9)	30
(2015,0)	11
(2015,1)	528
(2015,10)	29
(2015,11)	128
(2015,12)	91
(2015,13)	284
(2015,14)	1138
(2015,15)	692
(2015,16)	1392
(2015,17)	202
(2015,18)	131
(2015,19)	1999
(2015,2)	801
(2015,20)	574
(2015,21)	1670
(2015,22)	2638
(2015,23)	601
(2015,24)	2694
(2015,25)	369
(2015,26)	86
(2015,27)	105
(2015,28)	865
(2015,29)	257
(2015,3)	450
(2015,30)	2308
(2015,31)	2550
(2015,32)	652
(2015,33)	116
(2015,34)	139
(2015,35)	7
(2015,36)	4
(2015,37)	24
(2015,38)	109
(2015,39)	25
(2015,4)	1211
(2015,40)	12
(2015,41)	66
(2015,42)	11
(2015,43)	58
(2015,44)	20
(2015,45)	6
(2015,46)	228
(2015,47)	2
(2015,48)	29
(2015,49)	31
(2015,5)	1035
(2015,50)	7
(2015,51)	59
(2015,52)	298
(2015,53)	71
(2015,54)	1
(2015,55)	79
(2015,56)	414
(2015,57)	931
(2015,58)	2220
(2015,59)	1316
(2015,6)	1038
(2015,60)	511
(2015,61)	866
(2015,62)	685
(2015,63)	1720
(2015,64)	132
(2015,65)	489
(2015,66)	1067
(2015,67)	78
(2015,68)	80
(2015,69)	29
(2015,7)	666
(2015,70)	210
(2015,71)	49
(2015,72)	39
(2015,73)	13
(2015,74)	41
(2015,75)	10
(2015,76)	7
(2015,77)	537
(2015,8)	577
(2015,9)	9
