(2015,77)	46
(2015,76)	6
(2015,75)	53
(2015,74)	12
(2015,73)	79
(2015,72)	17
(2015,71)	240
(2015,70)	74
(2015,69)	152
(2015,68)	158
(2015,67)	170
(2015,66)	172
(2015,65)	60
(2015,64)	24
(2015,63)	73
(2015,62)	20
(2015,61)	154
(2015,60)	51
(2015,59)	41
(2015,58)	103
(2015,57)	32
(2015,56)	58
(2015,55)	8
(2015,54)	23
(2015,53)	111
(2015,52)	46
(2015,51)	39
(2015,50)	18
(2015,49)	213
(2015,48)	36
(2015,47)	9
(2015,46)	142
(2015,45)	27
(2015,44)	144
(2015,43)	242
(2015,42)	104
(2015,41)	19
(2015,40)	55
(2015,39)	35
(2015,38)	83
(2015,37)	16
(2015,36)	10
(2015,35)	56
(2015,34)	44
(2015,33)	34
(2015,32)	54
(2015,31)	77
(2015,30)	112
(2015,29)	189
(2015,28)	194
(2015,27)	152
(2015,26)	243
(2015,25)	558
(2015,24)	259
(2015,23)	255
(2015,22)	174
(2015,21)	95
(2015,20)	75
(2015,19)	186
(2015,18)	12
(2015,17)	43
(2015,16)	111
(2015,15)	111
(2015,14)	89
(2015,13)	23
(2015,12)	12
(2015,11)	31
(2015,10)	22
(2015,9)	4
(2015,8)	119
(2015,7)	105
(2015,6)	107
(2015,5)	45
(2015,4)	55
(2015,3)	59
(2015,2)	105
(2015,1)	82
(2014,77)	418
(2014,76)	77
(2014,75)	475
(2014,74)	135
(2014,73)	860
(2014,72)	184
(2014,71)	2009
(2014,70)	579
(2014,69)	1642
(2014,68)	1670
(2014,67)	1697
(2014,66)	1397
(2014,65)	379
(2014,64)	241
(2014,63)	657
(2014,62)	222
(2014,61)	1288
(2014,60)	464
(2014,59)	253
(2014,58)	845
(2014,57)	247
(2014,56)	459
(2014,55)	109
(2014,54)	250
(2014,53)	1045
(2014,52)	380
(2014,51)	544
(2014,50)	207
(2014,49)	1852
(2014,48)	474
(2014,47)	106
(2014,46)	1134
(2014,45)	394
(2014,44)	1326
(2014,43)	1960
(2014,42)	890
(2014,41)	296
(2014,40)	664
(2014,39)	373
(2014,38)	887
(2014,37)	228
(2014,36)	151
(2014,35)	538
(2014,34)	395
(2014,33)	343
(2014,32)	611
(2014,31)	715
(2014,30)	1239
(2014,29)	1865
(2014,28)	1744
(2014,27)	1319
(2014,26)	1530
(2014,25)	4772
(2014,24)	2145
(2014,23)	2327
(2014,22)	1414
(2014,21)	610
(2014,20)	488
(2014,19)	1266
(2014,18)	136
(2014,17)	365
(2014,16)	815
(2014,15)	798
(2014,14)	573
(2014,13)	209
(2014,12)	104
(2014,11)	296
(2014,10)	297
(2014,9)	49
(2014,8)	1297
(2014,7)	1116
(2014,6)	1135
(2014,5)	398
(2014,4)	442
(2014,3)	640
(2014,2)	832
(2014,1)	699
(2014,0)	1
(2013,77)	429
(2013,76)	119
(2013,75)	484
(2013,74)	98
(2013,73)	861
(2013,72)	208
(2013,71)	1948
(2013,70)	583
(2013,69)	1638
(2013,68)	1786
(2013,67)	1944
(2013,66)	1467
(2013,65)	365
(2013,64)	221
(2013,63)	664
(2013,62)	266
(2013,61)	1403
(2013,60)	529
(2013,59)	288
(2013,58)	885
(2013,57)	286
(2013,56)	452
(2013,55)	160
(2013,54)	240
(2013,53)	1157
(2013,52)	399
(2013,51)	444
(2013,50)	207
(2013,49)	1861
(2013,48)	416
(2013,47)	97
(2013,46)	1140
(2013,45)	366
(2013,44)	1447
(2013,43)	2044
(2013,42)	900
(2013,41)	408
(2013,40)	782
(2013,39)	375
(2013,38)	943
(2013,37)	234
(2013,36)	155
(2013,35)	604
(2013,34)	386
(2013,33)	402
(2013,32)	626
(2013,31)	805
(2013,30)	1327
(2013,29)	1928
(2013,28)	1887
(2013,27)	1442
(2013,26)	1490
(2013,25)	4561
(2013,24)	2494
(2013,23)	2403
(2013,22)	1653
(2013,21)	689
(2013,20)	500
(2013,19)	1358
(2013,18)	139
(2013,17)	453
(2013,16)	1032
